"hfpxzc href","xxVWCe","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","UsdlK","doJOZc","W4Efsd 5","W4Efsd 6","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3","W4Efsd 7"
"https://www.google.com/maps/place/Aboriginal+Community+Elders+Services/data=!4m7!3m6!1s0x6ad6435fe8abf15d:0x4c26673faef81601!8m2!3d-37.764122!4d144.9819335!16s%2Fg%2F1tpn2q49!19sChIJXfGr6F9D1moRARb4rj9nJkw?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1","Aboriginal Community Elders Services","4.3","(18)","Aged care","·","·","5-6 Parkview Ave","https://www.google.com/aclk?sa=L&ai=DChsSEwj_trLUiuCWAxVykO4BHYzKAvcYACICCAEQARoCZHo&co=1&ase=2&gclid=Cj0KCQjw5P7UBhDaARIsAOSlS1MXTUqvImtWuI6GrYyg4UpLJ0sRZvoDpaYRqdiMxGTvtHEMrjD8LOEaAuvkEALw_wcB&cid=CAASZeRorLKitao6olfdWk3cSsUrsN3vswySHCumR7-0tSwI-OoEbi2pvBZLikcj9Q8d26qTYcHHtE1bGAniO7PV1Mpv5Wv1ajNf7xg2lptrK5TLFEZr64uxCnC9w3Q7wdtUtVkPpn0A&cce=2&category=acrcp_v1_32&sig=AOD64_28vEVbYPCR3V8McU_9PoLQ6ScldA&adurl&q&ctype=99&nis=5","","Website","","Directions","+61 3 9383 4244","","Opens soon","·","","","","","· 9 AM"
"https://www.google.com/maps/place/CarePage/data=!4m7!3m6!1s0x6ad642c83d2dbbd5:0x12bf9f4ecb9cc927!8m2!3d-37.8331188!4d144.9612873!16s%2Fg%2F11c3k2wm18!19sChIJ1bstPchC1moRJ8mcy06fvxI?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1","CarePage","4.8","(5)","Software company","·","·","Level 1/24 Bank Pl","https://www.carepage.com.au/","","Website","","Directions","","","Opens soon","","","","","","· 9 AM"
"https://www.google.com/maps/place/Wintringham+%26+Wintringham+Housing/data=!4m7!3m6!1s0x6ad65ce1b8cde0af:0xfa707b4cafb1037a!8m2!3d-37.795388!4d144.9370307!16s%2Fg%2F1tcxpthr!19sChIJr-DNuOFc1moRegOxr0x7cPo?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1","Wintringham & Wintringham Housing","3.9","(24)","Aged care","·","·","287-313 Macaulay Rd","http://www.wintringham.org.au/","","Website","","Directions","+61 3 9376 1122","","Opens soon","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Which runs many programs including being an","Aged","","· 9 AM"
"https://www.google.com/maps/place/Iris+Manor/data=!4m7!3m6!1s0x6ad641d073cffd51:0x9096cc881135590b!8m2!3d-37.8638791!4d145.0817588!16s%2Fg%2F1tdj4br3!19sChIJUf3Pc9BB1moRC1k1EYjMlpA?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1","Iris Manor","3.9","(16)","Assisted living facility","·","·","264 High St","https://www.irismanor.com.au/","","Website","","Directions","+61 3 9813 8566","","Open 24 hours","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mardi Kini and the Home","Care","Package Team at Iris",""
"https://www.google.com/maps/place/Elderly+Chinese+Home+Inc./data=!4m7!3m6!1s0x6ad65cde498ac1e7:0xb43fb574b0cdf60b!8m2!3d-37.7836215!4d144.9406271!16s%2Fg%2F1td7z6tm!19sChIJ58GKSd5c1moRC_bNsHS1P7Q?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1","Elderly Chinese Home Inc.","4.2","(5)","Retirement home","·","·","129 Manningham St","http://echinc.com.au/","","Website","","Directions","+61 3 9328 4558","","","","","","","",""
"https://www.google.com/maps/place/St.+Vincent%27s+Care+Service/data=!4m7!3m6!1s0x6ad64186894aefb7:0x5c008934d394f9f7!8m2!3d-37.8317408!4d145.0537169!16s%2Fg%2F1pwfyf2tm!19sChIJt-9KiYZB1moR9_mU0zSJAFw?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1","St. Vincent's Care Service","","","Assisted living facility","·","·","4 King St","","","Directions","","","+61 3 9861 9600","","","","","","","",""
"https://www.google.com/maps/place/Respite+Australia+Care/data=!4m7!3m6!1s0x6ad65dcfdc8f5cc1:0x552efa5e1068c4e4!8m2!3d-37.812902!4d144.9566615!16s%2Fg%2F11lrn5swr7!19sChIJwVyP3M9d1moR5MRoEF76LlU?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1","Respite Australia Care","4.2","(5)","Disability services and support organization","·","·","Level 19/263 William St","https://www.respiteaustraliacare.com.au/","","Website","","Directions","+61 1800 953 944","","Open 24 hours","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Your facility is so clean and you've very friendly support staffs too.""","","",""
"https://www.google.com/maps/place/Better+Care+Options/data=!4m7!3m6!1s0x6ad668dbde8ffffd:0x29bb7c0751a41948!8m2!3d-37.8459492!4d145.0389885!16s%2Fg%2F11h3c52gyz!19sChIJ_f-P3tto1moRSBmkUQd8uyk?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1","Better Care Options","4.3","(6)","Aged care","·","·","23 Milton Parade","http://bettercareoptions.net.au/","","Website","","Directions","+61 409 576 211","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They help with cleaning, shopping, driving, filling documents and much more.""","","",""
"https://www.google.com/maps/place/Doctors+in+Aged+Care/data=!4m7!3m6!1s0x6ad641787bedc49b:0xcd35920231f110fa!8m2!3d-37.825721!4d145.0580012!16s%2Fg%2F11vyr_r0mr!19sChIJm8Tte3hB1moR-hDxMQKSNc0?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1","Doctors in Aged Care","","","Aged care","·","·","Suite 60/738 Burke Rd","http://doctorsinagedcare.com.au/","","Website","","Directions","+61 1300 759 178","","Opens soon","·","","","","","· 9 AM"
"https://www.google.com/maps/place/Crewe+Sharp/data=!4m7!3m6!1s0x6ad668143cdfc377:0x3f14f0f4f60f81c8!8m2!3d-37.8564417!4d144.9848395!16s%2Fg%2F1vk6zc92!19sChIJd8PfPBRo1moRyIEP9vTwFD8?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1","Crewe Sharp","3.3","(44)","Nursing agency","·","G02/23 - 27 Wellington St","·","http://www.crewesharp.com.au/","","Website","","Directions","+61 1300 328 004","","Open 24 hours","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Best Agency for","Aged care","job""",""
"https://www.google.com/maps/place/Aged+Care+and+Disability+Support/data=!4m7!3m6!1s0x6ad669bb6af7bbf9:0x699904789bd673f3!8m2!3d-37.8412448!4d144.9767698!16s%2Fg%2F11w43dy4nv!19sChIJ-bv3artp1moR83PWm3gEmWk?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1","Aged Care and Disability Support","5.0","(4)","Home health care service","·","·","470 St Kilda Rd","https://agedcaredisabilitysupport.com.au/","","Website","","Directions","+61 457 428 025","","Open","·","","","","","· Closes 6:30 PM"
"https://www.google.com/maps/place/Mercy+Place+Apartments+Parkville/data=!4m7!3m6!1s0x6ad65ce7fa1ba961:0x1d0adda8048c6229!8m2!3d-37.7766433!4d144.9389494!16s%2Fg%2F11b869rghc!19sChIJYakb-udc1moRKWKMBKjdCh0?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1","Mercy Place Apartments Parkville","4.2","(5)","Retirement community","·","·","62 Cade Way","https://retirement-living.mercyhealth.com.au/villages/mercy-place-parkville/?utm_source=google&utm_medium=organic&utm_campaign=Google+My+Business&utm_content=Mercy+Place+Apartments+Parkville&utm_term=plcid_8374160662591631794","","Website","","Directions","+61 3 9385 9446","","Opens soon","·","","","","","· 9 AM"
"https://www.google.com/maps/place/Villawood+Aged+Care+Pty+Ltd/data=!4m7!3m6!1s0x6ad669de61982a57:0xe7781f18443584bd!8m2!3d-37.8558896!4d145.0246646!16s%2Fg%2F11np3lh6dy!19sChIJVyqYYd5p1moRvYQ1RBgfeOc?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1","Villawood Aged Care Pty Ltd","","","Aged care","·","1113-1121 High St","","","","Directions","","","","","","","","","","",""
"https://www.google.com/maps/place/Housing+For+The+Aged+Action+Group/data=!4m7!3m6!1s0x6ad642b422ffe959:0x17a2dca9d3c0a9f5!8m2!3d-37.81686!4d144.966145!16s%2Fg%2F1tmz71vv!19sChIJWen_IrRC1moR9anA06ncohc?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1","Housing For The Aged Action Group","5.0","(1)","Non-profit organization","·","·","247 Flinders Ln","http://www.oldertenants.org.au/","","Website","","Directions","+61 3 9654 7389","","Closed","·","","","","","· Opens 10 AM"
"https://www.google.com/maps/place/Quality+Aged+Care+Services/data=!4m7!3m6!1s0x6ad65cfab7db8225:0x3206203bba28cfb0!8m2!3d-37.7736239!4d144.9275705!16s%2Fg%2F11m7__ztzg!19sChIJJYLbt_pc1moRsM8oujsgBjI?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1","Quality Aged Care Services","1.0","(1)","Corporate office","·","·","550 Mt Alexander Rd","http://qualityagedcare.com.au/","","Website","","Directions","+61 3 9377 3333","","","","","","","",""
"https://www.google.com/maps/place/Doutta+Galla+Queens+Park+Aged+Care+Home/data=!4m7!3m6!1s0x6ad65db2698f033d:0x36630354b46b6e43!8m2!3d-37.7600155!4d144.9243876!16s%2Fg%2F11z93n80t3!19sChIJPQOPabJd1moRQ25rtFQDYzY?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1","Doutta Galla Queens Park Aged Care Home","","","Aged care","·","·","13 The Strand","https://www.dgas.org.au/aged-care/queens-park/","","Website","","Directions","+61 3 9372 8888","","Open 24 hours","·","","","","",""
"https://www.google.com/maps/place/Aged+Care+View/data=!4m7!3m6!1s0x6ad642b3654b6063:0x8d112fd177135ee6!8m2!3d-37.8177681!4d144.9632056!16s%2Fg%2F11vs82l4wj!19sChIJY2BLZbNC1moR5l4Td9EvEY0?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1","Aged Care View","","","Basement/335 Flinders Ln","","","","https://www.agedcareview.com.au/information/retirement-living/contacts-and-resources/","","Website","","Directions","+61 3 9629 4520","","","","","","","",""
"https://www.google.com/maps/place/Care+Connect/data=!4m7!3m6!1s0x6ad64302712d9b05:0x4e8cdd99a12decde!8m2!3d-37.8053815!4d144.9979321!16s%2Fg%2F1tfchx6s!19sChIJBZstcQJD1moR3uwtoZndjE4?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1","Care Connect","3.6","(19)","Aged care","·","·","Level 1/204-206 Gipps St","https://www.careconnect.org.au/","","Website","","Directions","+61 1800 692 464","","Open","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Our","care","manager is fantastic.""","· Closes 5 PM"
"https://www.google.com/maps/place/Benetas+Support+Office/data=!4m7!3m6!1s0x6ad64327bae4b46f:0xb6982433a82f9499!8m2!3d-37.8450322!4d145.044166!16s%2Fg%2F1tfnyqtz!19sChIJb7TkuidD1moRmZQvqDMkmLY?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1","Benetas Support Office","4.0","(11)","Aged care","·","·","1/789 Toorak Rd","https://www.benetas.com.au/","","Website","","Directions","+61 3 8823 7900","","Opens soon","·","","","","","· 9 AM"
"https://www.google.com/maps/place/New+Care+Services+Ltd./data=!4m7!3m6!1s0x6ad65d8a46081489:0xabbdfe34547c1cf4!8m2!3d-37.7630061!4d144.9621582!16s%2Fg%2F11sv1s1r8t!19sChIJiRQIRopd1moR9Bx8VDT-vas?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1","New Care Services Ltd.","4.5","(17)","Aged care","·","·","601 Sydney Rd","http://www.newcareservices.com.au/","","Website","","Directions","+61 1300 639 227","","Opens soon","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""... nothing but great experiences with the team at New","Care Services",".""","· 9 AM"
"https://www.google.com/maps/place/NurseU+nursing+agency+and+home+care/data=!4m7!3m6!1s0x6ad65de0d92884c3:0x4dca5cd6a4c9164c!8m2!3d-37.8177615!4d144.9553974!16s%2Fg%2F11rwfhpwrn!19sChIJw4Qo2eBd1moRTBbJpNZcyk0?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1","NurseU nursing agency and home care","5.0","(46)","Nursing agency","·","·","Ste 777/585 Little Collins St","http://www.nurseu.com.au/","","Website","","Directions","+61 1800 687 738","","Open 24 hours","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Exceptional","care","and great communication from management.""",""
"","","","","","","","","","","","","","","","","","","","","",""
